"Name","Department","Would Take Again","Level of Difficulty","Total Ratings","Overall Quality","College"
"Moy, Carol ","Chemistry","N/A","5.0","1","1.0","UNC"
"Munroe, April ","English","","1.8","9","5.0","UNC"
"Wampuszyc, Ewa ","Germanic LanguagesLiterature","","","","","UNC"
"Hughes, Catherine ","Women's Studies","","","","","UNC"
"Aikat, Debashis ","Journalism","","1.7","9","4.0","UNC"
"Styers, Randall ","Religious Studies","","3.4","15","3.8","UNC"
"Yu, Qunqun ","Statistics","N/A","3.0","1","2.0","UNC"
"Tait, Katherine ","Sociology","","2.6","5","4.2","UNC"
"Ichnowski, Jeff ","Computer Science","","","","","UNC"
"Ke, Hengming ","Biochemistry","N/A","4.0","5","2.0","UNC"
"Ellison, Robert Ross","Languages","N/A","2.2","4","4.5","UNC"
"Bush Castro, Sara ","History","N/A","3.5","4","5.0","UNC"
"Marcelli, Wayne ","Art","N/A","4.0","4","4.0","UNC"
"Roberts, Jason ","Political Science","","3.0","11","3.4","UNC"
"Sen, Pranab ","Statistics","N/A","3.0","3","2.3","UNC"
"Isaacs, Yoaav ","Philosophy","","2.1","10","4.3","UNC"
"Thiele, Todd ","Psychology","","2.2","6","4.7","UNC"
"Godsey, Melanie ","Languages","N/A","2.0","4","4.3","UNC"
"Nagendra, Arundati ","Psychology","N/A","2.7","3","5.0","UNC"
"Greene, Jeffrey ","Education","","","","","UNC"
"Rankus, Edward ","Communication Studies","N/A","4.3","3","2.3","UNC"
"Dunn, Michael ","Sociology","","2.0","13","5.0","UNC"
"Combs, Wendy ","Languages","N/A","3.3","3","4.7","UNC"
"Burger, Kyle ","Nutrition","N/A","3.7","3","5.0","UNC"
"Ondrak, Kristin ","Exercise  Sport Science","","3.8","9","3.9","UNC"
"Faison, Elisa ","English","","2.7","6","3.5","UNC"
"MacKay, Douglas ","Public Policy","","3.1","15","4.5","UNC"
"Wissick, Brent S","Music","N/A","5.0","1","3.0","UNC"
"Jarvis, Lauren ","History","","3.5","12","3.9","UNC"
"Sloan, Gregory ","Physics  Astronomy","","4.2","15","2.1","UNC"
"Reynolds, Amy ","English","","2.2","6","3.7","UNC"
"Hondros, Kristin ","Communication Studies","N/A","1.5","2","3.5","UNC"
"Mikhailiuk, Taras ","English","","2.5","6","3.5","UNC"
"Russell, Gillian ","Philosophy","N/A","3.8","4","3.0","UNC"
"Sonderman, Laura ","English","","2.5","7","4.6","UNC"
"Glazier, Martin ","Philosophy","N/A","3.3","3","3.0","UNC"
"Chernysheva, Natalia ","Languages","N/A","2.0","2","5.0","UNC"
"Rogers, Sean ","Mathematics","N/A","3.5","2","4.0","UNC"
"Berland, Nicole ","English","N/A","3.0","4","4.5","UNC"
"Lawton, Jacqueline ","Dramatic Arts","N/A","2.0","4","5.0","UNC"
"Weisshaar, Kate ","Sociology","","2.5","15","4.0","UNC"
"Vardell, Emily ","Information Science","","","","","UNC"
"Hilker, Sarah ","Classics","","3.4","7","2.0","UNC"
"Jones, Meghan ","Psychology","N/A","3.0","3","5.0","UNC"
"Trexler, Elizabeth ","Spanish","","3.5","6","2.5","UNC"
"McAllister, Colleen ","Spanish","N/A","3.5","4","3.0","UNC"
"Rose, David ","Mathematics","","3.5","10","3.4","UNC"
"Rosenbaum, Jerrod ","English","N/A","2.8","4","4.8","UNC"
"MacDonald Gibson, Jacqueline ","Environmental Sci  Eng","","","","","UNC"
"Giovanello, Kelly ","Psychology","N/A","2.0","1","5.0","UNC"
"Figueiredo, Calebe ","Economics","N/A","3.7","3","1.3","UNC"
"Krause, Scott ","History","N/A","3.0","4","3.2","UNC"
"Cai, Luoyi ","Asian Studies","","3.5","13","4.9","UNC"
"Spreyer, Jacob ","Exercise  Sport Science","N/A","1.0","2","5.0","UNC"
"Kandikuppa, Sandeep ","Environmental Sci  Eng","N/A","4.0","3","2.0","UNC"
"Boglovits, John ","Spanish","N/A","2.2","4","5.0","UNC"
"Moore, Eddie ","Women's Studies","","1.2","6","4.8","UNC"
"Wilkerson, John ","Physics  Astronomy","N/A","4.5","2","3.0","UNC"
"Quinones-Ayala, Brenda ","Languages","N/A","2.7","3","4.7","UNC"
"Donnelly, Bridget ","English","N/A","2.2","4","4.5","UNC"
"Castelloes, Frederico ","Languages","N/A","1.8","4","5.0","UNC"
"Fishell, Julie ","Dramatic Arts","","","","","UNC"
"Palowitch, John ","Statistics","","2.9","8","4.5","UNC"
"Payne, Chris ","Ecology","","","","","UNC"
"Broom, Laura ","English","N/A","2.0","2","4.5","UNC"
"Kruse, Paul ","Mathematics","","4.4","9","2.3","UNC"
"Davison, Pat ","Journalism","N/A","3.5","4","3.2","UNC"
"Bonfield, Charlie ","Physics  Astronomy","N/A","3.0","1","5.0","UNC"
"Ayscue, James ","Exercise  Sport Science","N/A","2.0","1","4.0","UNC"
"Lindquist, Kristen ","Psychology","","2.2","6","4.8","UNC"
"Marienberg, Evyatar ","Religion","","3.2","6","3.2","UNC"
"Brooks, Ryan ","Physical Education","N/A","1.0","4","4.8","UNC"
"Dahlie, Chris ","Communication Studies","N/A","4.0","1","1.0","UNC"
"Shablack, Holly ","Psychology","","2.5","6","4.5","UNC"
"Wood, Courtney ","Environmental Sci  Eng","N/A","3.0","1","1.0","UNC"
"Ribisl, Kurt ","Social Science","","","","","UNC"
"Kiers, Joshua ","Mathematics","","2.3","7","4.7","UNC"
"Stegenga, Barbara ","Biology","N/A","2.5","2","4.0","UNC"
"Anderson, Robert ","Languages","N/A","2.3","3","4.7","UNC"
"Porter, Trista Reis","American Studies","N/A","4.0","1","3.0","UNC"
"Guadango, Emily ","Exercise  Sport Science","N/A","2.0","1","4.0","UNC"
"Muscatell, Keely ","Neuropsychiatry","N/A","3.0","2","5.0","UNC"
"Chovanec, Kevin ","English","N/A","2.0","4","4.0","UNC"
"Shahu, Khalid ","Asian Studies","","4.0","5","4.8","UNC"
"Lota, Kenneth ","English","","2.8","20","4.1","UNC"
"Griffin, William ","African-American Studies","","","","","UNC"
"Mitchell, Karah ","English","","2.9","11","4.2","UNC"
"Souza, Morgan ","English","","3.5","8","4.5","UNC"
"King, Lindsey ","Sociology","N/A","4.0","2","1.5","UNC"
"Ponce de Leon, Zoila ","Political Science","N/A","3.0","3","4.7","UNC"
"Lebonville, Christina ","Psychology","","3.4","5","4.8","UNC"
"Godwin, Jeremy ","Education","N/A","3.0","4","5.0","UNC"
"Jiang, Jing ","Communication Studies","N/A","4.5","2","1.0","UNC"
"Woods, Heather ","Communication Studies","N/A","3.0","1","5.0","UNC"
"Olsen, Calvin ","English","N/A","2.5","4","3.8","UNC"
"Gonzales, Nieves ","Spanish","N/A","3.0","3","5.0","UNC"
"Worsnip, Alexander ","Philosophy","","4.2","6","4.8","UNC"
"Friedlander, Eric ","Statistics","N/A","2.0","2","5.0","UNC"
"Maguire, Barry ","Philosophy","N/A","4.0","1","5.0","UNC"
"Richardson, Liana ","Sociology","","3.5","11","3.5","UNC"
"Minmin, Chen ","Asian Studies","N/A","3.0","3","4.3","UNC"
"Franz, Jason ","Biomedical Engineering","N/A","3.5","2","5.0","UNC"
"Jennings, Lauren ","Music","","2.8","6","4.2","UNC"
"Williams, Kathryn ","Dramatic Arts","","2.8","5","3.0","UNC"
"Narayanan, Anndal G","History","N/A","3.0","3","4.7","UNC"
"Kinzinger, Stephanie ","English","N/A","2.0","4","5.0","UNC"
"Brustad, Eric ","Biochemistry","N/A","4.0","2","4.5","UNC"
"Yopp, Mike ","Journalism","","3.5","10","3.0","UNC"
"Fitting, Sylvia ","Psychology","N/A","2.8","4","4.3","UNC"
"Marks, Gary ","Political Science","","2.8","6","4.3","UNC"
"Glotzer, Dylan ","Statistics","","2.5","9","4.6","UNC"
"Pihoker, Alexis ","Exercise  Sport Science","N/A","1.8","4","4.8","UNC"
"Porter, Donald ","Computer Science","","3.8","11","3.6","UNC"
"Jo, Ji-Yeon ","Asian Studies","N/A","3.7","3","3.7","UNC"
"Perry, Jacob ","Mathematics","N/A","4.0","2","4.0","UNC"
"Tang, Min ","Philosophy","","3.5","13","4.1","UNC"
"Jowers, Brianna (Kay)","Sociology","N/A","2.0","1","4.0","UNC"
"Broadwell-Gulde, Anna ","English","","2.2","5","4.0","UNC"
"Campbell, Fernanda ","Allied Health","","","","","UNC"
"Cilizoglu, Menevis ","Political Science","N/A","2.3","4","3.0","UNC"
"Friedman, Tiffany ","English","N/A","2.0","1","5.0","UNC"
"Aminian, Manuchehr ","Mathematics","N/A","4.2","4","3.3","UNC"
"Nareau, Lauren ","Anthropology","N/A","3.0","2","4.5","UNC"
"String, Tatiana ","Art History","N/A","2.5","2","4.0","UNC"
"Schueller, Matthew ","Classics","N/A","5.0","1","3.0","UNC"
"Ornstein, Peter A.","Psychology","","","","","UNC"
"Shand, Elizabeth ","English","N/A","2.3","3","5.0","UNC"
"Salzberger, Macy ","Philosophy","N/A","3.3","3","4.0","UNC"
"Lee, Bo Hyeong ","Sociology","","2.4","5","4.4","UNC"
"Mason, Linda H","Education","","","","","UNC"
"Armitage, Christopher ","English","N/A","3.0","2","3.5","UNC"
"Shank, Elizabeth ","Biology","","3.8","5","3.2","UNC"
"Lawson, April Ayers","English","N/A","2.8","4","4.8","UNC"
"Aguilar, Alain ","Exercise  Sport Science","N/A","4.0","1","5.0","UNC"
"Gagné, Michel ","Chemistry","N/A","3.5","2","5.0","UNC"
"Taylor, Derek ","Geology","N/A","3.5","2","5.0","UNC"
"Monroy, Emma ","Languages","N/A","3.3","3","4.0","UNC"
"Landers, Katharine ","English","N/A","2.0","2","4.5","UNC"
"Martin, Abe ","Economics","N/A","1.0","1","1.0","UNC"
"Williams, Ronald ","African-American Studies","","3.5","11","3.5","UNC"
"Conner, Catherine ","History","","3.5","9","4.1","UNC"
"Rech, Jeromy ","Chemistry","N/A","5.0","1","3.0","UNC"
"Jeffay, Kevin ","Computer Science","","4.3","8","2.0","UNC"
"Burr, Christian ","Biology","N/A","4.5","4","2.2","UNC"
"Arrowood, Holly ","Mathematics","","3.2","11","2.9","UNC"
"Komlos, John ","Economics","N/A","2.3","3","4.0","UNC"
"Minooie, Milad ","Journalism","N/A","4.0","1","1.0","UNC"
"Lee, Abigail ","English","","2.7","7","5.0","UNC"
"Gates-Foster, Jennifer ","Classics","","4.0","15","4.2","UNC"
"Able, Harriet ","Education","","1.6","7","4.2","UNC"
"Clancy, Richard ","Journalism","","3.4","15","2.1","UNC"
"Swygert, Sterling ","Mathematics","N/A","3.3","3","3.0","UNC"
"Clemons, Christy ","Writing","N/A","2.7","4","1.8","UNC"
"Sandick, Phil ","English","N/A","2.0","2","5.0","UNC"
"Dowen, Jill ","Biomedical Engineering","","3.8","5","2.6","UNC"
"Warren, Scott ","Chemistry","","3.5","12","4.5","UNC"
"Brassfield, Elizabeth ","Philosophy","N/A","2.5","2","4.5","UNC"
"Amat, Iluminada ","Spanish","N/A","3.0","2","4.0","UNC"
"Murphy, Benjamin ","English","","2.5","26","4.7","UNC"
"McAbee, Leslie ","English","","","","","UNC"
"Slavic, Jessica ","English","N/A","2.7","3","5.0","UNC"
"Bongiovi, Joe ","Sociology","N/A","4.0","4","1.0","UNC"
"Calvin, Katherine ","Women's Studies","N/A","3.0","1","5.0","UNC"
"Woodward, Kyle ","Economics","N/A","3.0","2","5.0","UNC"
"Christmas, Danielle ","English","N/A","3.0","3","4.0","UNC"
"King, Steven T.","Journalism","N/A","3.0","1","3.0","UNC"
"Bardsley, Jan ","Asian Studies","N/A","1.7","3","4.0","UNC"
"Aube, Jeffrey ","Chemistry","N/A","4.5","2","3.0","UNC"
"Cassen, Flora ","History","","3.0","10","4.0","UNC"
"Etheridge, Christopher ","Journalism","","","","","UNC"
"Lu, Shijie ","Business","","","","","UNC"
"Duh, Andrej ","Mathematics","","3.0","5","3.4","UNC"
"Nelson, Erin ","Anthropology","N/A","4.0","1","1.0","UNC"
"Erazo, Adrienne ","Spanish","N/A","2.7","3","4.3","UNC"
"Chergosky, Anthony ","Political Science","","2.4","8","5.0","UNC"
"Bernardi, Francesca ","Mathematics","N/A","4.0","2","4.5","UNC"
"Layne, Priscilla ","Germanic LanguagesLiterature","","2.7","11","3.1","UNC"
"Entwisle, Barbara ","Sociology","N/A","2.0","2","2.5","UNC"
"Copic, Sara ","Philosophy","N/A","3.0","2","2.0","UNC"
"Dupuy, John ","Physics  Astronomy","","","","","UNC"
"Guilkey, David ","Economics","N/A","4.0","2","3.5","UNC"
"Meza Jarquin, Marvin ","Chemistry","N/A","4.5","4","5.0","UNC"
"Gao, Haipeng ","Statistics","N/A","4.0","2","2.0","UNC"
"Woods, Courtney ","Environmental Sci  Eng","","","","","UNC"
"Riazati, Sarah ","Journalism","N/A","3.0","1","3.0","UNC"
"Petrash, John-Paul ","Political Science","","2.2","6","4.5","UNC"
"Brantner, Jay ","Philosophy","","","","","UNC"
"Heckman, Jonathan ","Physics  Astronomy","","","","","UNC"
"Brummet, Evan ","Mathematics","N/A","3.0","3","5.0","UNC"
"Reissner, Kathryn ","Psychology","N/A","3.0","2","5.0","UNC"
"Bednarchik, Sam ","English","N/A","2.0","1","5.0","UNC"
"Carty, Emily ","Political Science","N/A","3.0","1","4.0","UNC"
"Hernandez, Matthew ","Philosophy","N/A","2.7","4","4.5","UNC"
"Kuppuswamy, Venkat ","Business","N/A","3.3","3","2.7","UNC"
"Bollen, Kenneth ","Psychology","N/A","2.0","1","5.0","UNC"
"Ivanova, Anastasia ","Biostatistics","N/A","4.0","1","5.0","UNC"
"Surratt, Jason ","Environmental Sci  Eng","N/A","4.0","2","5.0","UNC"
"Gold, Avram ","Environmental Sci  Eng","N/A","2.0","1","3.0","UNC"
"Bombola, Gina ","Music","","","","","UNC"
"D'Silva, Patrick ","Religious Studies","N/A","1.7","3","5.0","UNC"
"Williams, Ryan ","Political Science","N/A","3.3","4","4.3","UNC"
"Barnett, Lee ","Computer Science","","2.8","5","4.8","UNC"
"Jacobs, Sheena ","Education","","","","","UNC"
"Hedgpeth, Elizabeth ","Exercise  Sport Science","","","","","UNC"
"Pinkerton, Lauren ","English","N/A","1.0","1","5.0","UNC"
"Copeland, Dana ","Education","N/A","3.0","3","5.0","UNC"
"Browne, Julia ","Psychology","N/A","3.0","1","4.0","UNC"
"Sayre-McCord, Geoffrey ","Philosophy","N/A","4.0","1","5.0","UNC"
"Cook, Hannah ","Languages","N/A","4.0","1","5.0","UNC"
"Kamath, Harshita Mruthinti","Religious Studies","","3.6","10","3.7","UNC"
"Golden, Arris ","Music","N/A","3.0","1","5.0","UNC"
"Cooper, Matthew James","Biology","","2.6","5","4.2","UNC"
"Schultz, Michael ","Sociology","N/A","3.5","2","4.0","UNC"
"Lees, Kara ","English","","","","","UNC"
"Werner, Michael ","Biology","N/A","4.0","1","3.0","UNC"
"Findlay, Mallory ","English","","2.4","21","5.0","UNC"
"Barrett, Katherine ","Anthropology","N/A","3.0","1","5.0","UNC"
"Patrick, John ","Dramatic Arts","N/A","2.0","1","5.0","UNC"
"Heppert, Jennifer ","Biology","N/A","4.0","2","4.5","UNC"
"Owens, Lynn C.","Journalism","","2.0","9","5.0","UNC"
"Lawson, Joanna ","Philosophy","N/A","3.0","1","5.0","UNC"
"Nevins, Kathleen ","Chemistry","","4.2","11","2.0","UNC"
"Wood, Larissa ","Biology","","","","","UNC"
"Evarrs, Sandra ","Education","N/A","2.0","3","4.7","UNC"
"McArdle, Kelly ","Languages","","","","","UNC"
"Massenburg, Christopher ","African-American Studies","N/A","2.0","2","5.0","UNC"
"Harker, Jennifer ","Journalism","N/A","5.0","1","1.0","UNC"
"Picklesimer, Milton ","Psychology","N/A","3.5","2","5.0","UNC"
"Konz, Nick ","Physics amp Astronomy","N/A","3.0","2","5.0","UNC"
"Levy, Ben ","Physics amp Astronomy","N/A","3.0","1","5.0","UNC"
"Brooks, Jake ","Physics amp Astronomy","","","","","UNC"
"Berkowitz, Max ","Chemistry","","3.8","5","2.8","UNC"
"Gangi, Gregory ","Environmental Sci amp Eng","N/A","2.7","3","4.3","UNC"
"Wellington, Alexandra ","Art History","N/A","2.0","1","3.0","UNC"
"Riveros-Iregui, Diego ","Geography","","2.0","11","4.3","UNC"
"Coronell, Orlando ","Environmental Sci amp Eng","","","","","UNC"
"Nirjon, Shahriar ","Computer Science","N/A","2.5","2","4.0","UNC"
"Griffin, Dana ","Education","","2.5","6","4.0","UNC"
"Faulkner, Blake ","Communication Studies","N/A","4.0","1","1.0","UNC"
"Bills, Codey Ryan","Communication Studies","N/A","1.0","1","5.0","UNC"
"Steponaitis, Laurie ","Anthropology","N/A","1.0","1","5.0","UNC"
"Cavanaugh, Alyson ","Education","N/A","2.0","1","2.0","UNC"
"Fishman, Samuel ","Sociology","N/A","3.0","2","3.5","UNC"
"Andrews, William ","English","N/A","2.0","1","4.0","UNC"
"Wickland, Tyler ","Geology","N/A","3.8","4","2.2","UNC"
"Greenstein, Claire ","Political Science","N/A","3.0","3","4.0","UNC"
"Prudhom, Andrew ","Mathematics","N/A","3.0","1","5.0","UNC"
"English, Kimberly ","Art","N/A","4.0","2","5.0","UNC"
"McNeil, Laurie ","Physics amp Astronomy","","","","","UNC"
"McMillan, Leonard ","Computer Science","","3.9","14","2.6","UNC"
"Rowe, Paul ","Business","N/A","3.5","2","4.5","UNC"
"Medel, China ","Communication Studies","","2.0","6","3.8","UNC"
"Garifullina, Guzel ","Political Science","","","","","UNC"
"Kohl, Anastacia ","Spanish","","3.1","9","4.7","UNC"
"Kenan, Randall ","English","","1.8","5","4.2","UNC"
"Smith, Samuel ","Psychology","","","","","UNC"
"Palmer, Soren ","English","","2.4","9","4.8","UNC"
"Avalos Molina, Etna Veronica","Languages","","2.7","6","4.0","UNC"
"Shapard, Robert ","History","","2.5","7","3.6","UNC"
"Watson, Jacob ","English","N/A","1.0","1","4.0","UNC"
"Romera, Gaily Ligaiya","Photography","","","","","UNC"
"Robinson, Michele ","English","N/A","3.0","2","3.5","UNC"
"Viano, Catherine ","Languages","","2.7","6","4.8","UNC"
"Tanner, Dwight ","English","","2.3","7","5.0","UNC"
"Livingston, Taylor ","Anthropology","","3.2","5","2.6","UNC"
"Tarzan, Mario ","Art","","","","","UNC"
"Learner, Mary ","English","","2.3","10","5.0","UNC"
"Besson, Marc ","Mathematics","N/A","3.7","3","2.7","UNC"
"Sessoms, Sarah ","Physical Education","N/A","1.0","3","5.0","UNC"
"Punal, Dario ","Spanish","N/A","1.7","3","5.0","UNC"
"Defreese, JD ","Exercise & Sport Science","","2.6","10","3.6","UNC"
"Liu, Yunxiao ","Statistics","N/A","4.0","3","1.3","UNC"
"Gillis, Alanna ","Sociology","N/A","3.0","4","4.5","UNC"
"Ficklin, Andrew ","Classics","","3.5","6","4.0","UNC"
"Steelman, Tyler ","Political Science","","3.0","5","5.0","UNC"
"Watson, John ","English","","","","","UNC"
"Engelhardt, Elizabeth ","American Studies","","2.2","5","4.6","UNC"
"Ritter, Angela ","Languages","","2.8","5","4.0","UNC"
"Lallier, Andrew ","English","","2.3","8","3.4","UNC"
"Jiang, Yue ","Biostatistics","N/A","4.5","2","5.0","UNC"
"Parks, Tristan ","Dramatic Arts","","","","","UNC"
"Fredrickson, Barbara ","Psychology","N/A","3.0","2","3.5","UNC"
"Barnes, Molly Leeanna","Music","","2.5","7","3.7","UNC"
"Graham, Lamar ","Spanish","N/A","2.0","2","3.0","UNC"
"Hannig, Jan ","Statistics","N/A","4.0","2","5.0","UNC"
"Townley, Travis ","Film","","","","","UNC"
"Chernysheva, Natasha ","Languages","N/A","3.3","3","5.0","UNC"
"Butler, Ethan ","Journalism","N/A","3.0","2","4.0","UNC"
"Wu, Lu ","Journalism","N/A","3.0","2","3.0","UNC"
"Geier, Scott ","Journalism","N/A","3.5","2","5.0","UNC"
"Opera, Alexandra ","Philosophy","","","","","UNC"
"Vargas, Miguel ","Religious Studies","N/A","3.0","1","5.0","UNC"
"Kuhn, Eroll ","Political Science","N/A","2.3","3","4.7","UNC"
"Ballard-Rosa, Cameron ","Political Science","N/A","3.0","1","5.0","UNC"
"Heider, David ","Naval Science","","3.5","15","3.5","UNC"
"Maloney, Erik Glen","English","","2.0","6","5.0","UNC"
"Gautney, Joanna ","Anthropology","","3.7","7","2.6","UNC"
"Campbell, Alexander J.","Philosophy","N/A","4.0","2","4.5","UNC"
"Trivisonno, Abigail ","Physical Education","","1.6","5","4.4","UNC"
"Akos, Patrick ","Education","","3.3","9","2.9","UNC"
"Wilensky-Lanford, Brook ","Religious Studies","","","","","UNC"
"McElroy, Gary ","Journalism","","","","","UNC"
"Lazard, Allison ","Journalism","","2.8","6","4.3","UNC"
"Price, Adam ","English","","1.8","6","4.8","UNC"
"Chen, Wanyi ","Statistics","N/A","4.0","4","1.0","UNC"
"Jones, Fletcher ","Exercise amp Sport Science","N/A","1.0","1","5.0","UNC"
"Desaix, Peter ","Biology","N/A","3.0","1","4.0","UNC"
"Bass, Michael ","Exercise amp Sport Science","N/A","2.0","1","5.0","UNC"
"Walker, Lanier ","English","","2.8","6","5.0","UNC"
"Schroeder, Jordan ","English","","2.5","6","4.7","UNC"
"Howard, Christopher ","Philosophy","","3.9","8","3.5","UNC"
"Farrington, Sara ","Art","N/A","2.0","2","5.0","UNC"
"Kohl, Markus ","Philosophy","N/A","3.5","2","5.0","UNC"
"Al-Turk, Akram ","Sociology","","2.6","8","4.2","UNC"
"Bernard-Hoverstad, Anna ","Languages","N/A","3.5","2","4.5","UNC"
"Jones, Fletcher ","Health Education","N/A","1.0","1","5.0","UNC"
"Hincapie, Andres ","Economics","N/A","3.0","1","2.0","UNC"
"Young, Daniel ","Physics amp Astronomy","","3.4","9","4.8","UNC"
"Smith, Joshua ","Art History","","3.3","7","3.7","UNC"
"Lowe, Nichola ","Humanities","N/A","2.0","1","4.0","UNC"
"Smith-Nonini, Sandy ","Anthropology","N/A","2.0","1","4.0","UNC"
"Tyner, Andrew H","Political Science","N/A","3.0","3","3.7","UNC"
"Guillory, Ferrel ","Journalism","N/A","4.0","1","3.0","UNC"
"Diao, Peter ","Statistics","N/A","4.0","1","5.0","UNC"
"Miller, Brynne ","Journalism","N/A","2.5","2","5.0","UNC"
"Ryan, Susan ","Communication Studies","N/A","4.0","3","1.0","UNC"
"Marquez, Alejandra ","Spanish","N/A","2.0","4","5.0","UNC"
"Wei, Caiping ","Sociology","","2.0","5","3.8","UNC"
"Ryan, Eric ","Exercise amp Sport Science","N/A","4.0","1","3.0","UNC"
"Webb, Michael ","Geography","N/A","2.3","3","5.0","UNC"
"Bonds, Evan ","Music","","3.6","8","1.9","UNC"
"Chanon, Vicky ","Psychology","N/A","3.0","1","5.0","UNC"
"Perucci, Anthony ","Communication Studies","N/A","3.3","3","2.7","UNC"
"Bunzey, Tyler ","English","N/A","3.5","2","4.0","UNC"
"Clemente, Cristobal ","Languages","","3.2","7","5.0","UNC"
"Hennink-Kaminski, Heidi ","Marketing","N/A","3.0","2","3.0","UNC"
"Comello, Maria Leonora","Journalism","N/A","3.0","1","4.0","UNC"
